WKT,Drawings,layer,path
"MULTIPOLYGON (((123.923610746233 10.3094759773632,123.922610628901 10.3085740027547,123.921693854679 10.3079180195991,123.921152124457 10.3072210359996,123.920443708013 10.3068110449267,123.919860306236 10.30677004579,123.919110218236 10.307631026539,123.919360247569 10.308123014482,123.920902095124 10.3091479868953,123.922818986678 10.3101729559735,123.922818986678 10.3101729559735,123.922818986678 10.3101729559735,123.923610746233 10.3094759773632)))",Orange,polygon_orange,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/orange_minus_red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.925861010232 10.315953719108,123.925527637788 10.315215755256,123.925277608455 10.314682780287,123.925277608455 10.3140268098557,123.926486083565 10.3134528346072,123.926944470676 10.3134528346072,123.927569544009 10.3135758293914,123.927986259564 10.3138218188157,123.928194617342 10.314477789674,123.928194617342 10.3152567532931,123.927611215564 10.3157487293226,123.92644441201 10.3163636982782,123.926027696454 10.3168146747487,123.926361068899 10.3175116371139,123.926736112898 10.3176346303123,123.927402857787 10.3177576234626,123.927986259564 10.318413586119,123.929028048453 10.3192335375169,123.929444764008 10.3199714919482,123.930403209785 10.3208734339028,123.930861596896 10.3212834066638,123.931695028007 10.3216113844879,123.932486787562 10.3216933788906,123.932403444451 10.3209964257872,123.932070072006 10.320217476374,123.931236640896 10.3190695474082,123.929736464897 10.3178806165648,123.929403092452 10.3170196638398,123.929778136452 10.3164456940481,123.930694910674 10.3161177108401,123.931486670229 10.3160767129151,123.932278429784 10.3159127211616,123.932486787562 10.3156257353873,123.931361655562 10.3141908025917,123.930194852007 10.31296085499,123.928944705341 10.3121818856906,123.928194617342 10.311648905586,123.927777901787 10.3115669085668,123.926736112898 10.3116079070791,123.925569309343 10.3118128995605,123.924444177344 10.3124278762039,123.924027461789 10.3127968616134,123.924027461789 10.3132478431935,123.924027461789 10.3140678080477,123.924277491122 10.3148877707664,123.924652535122 10.3158307252528,123.924652535122 10.3158307252528,123.925861010232 10.315953719108)))",Orange,polygon_orange,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/orange_minus_red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.946696787998 10.3212424094117,123.946613444887 10.3228822953269,123.946821802664 10.3230462834482,123.947780248441 10.3239892134868,123.949072066663 10.3247681535605,123.949613796885 10.3250551309961,123.950655585773 10.3255060950087,123.952447462661 10.3262030381197,123.953155879105 10.3265720073767,123.953780952438 10.3270639657126,123.954281011104 10.3275149268443,123.954781069771 10.3279248909482,123.95553115777 10.3290727875952,123.955697843992 10.3296877305034,123.956239574214 10.3311635885749,123.957156348436 10.3316145438256,123.957739750213 10.3315735479205,123.958323151991 10.3315735479205,123.959156583101 10.3321474901059,123.959573298657 10.3329264099668,123.959573298657 10.3335003496815,123.959573298657 10.3339922971741,123.959198254657 10.3348122079501,123.958156465769 10.3358370934112,123.957364706214 10.3360420701023,123.956531275103 10.3365340136151,123.956906319103 10.3376818788156,123.957739750213 10.3371899371004,123.958614852879 10.3361240607412,123.959698313323 10.3349351943819,123.959906671101 10.3344022528295,123.960615087545 10.3330903928494,123.961448518656 10.3323934650074,123.962031920433 10.3322294817611,123.962865351544 10.3322704775807,123.963323738654 10.3336233366269,123.963698782654 10.3336643322646,123.964657228431 10.3332543756464,123.964930698015 10.3328700408311,123.964876004098 10.3328546674287,123.96466764632 10.3326701865414,123.965021854542 10.3322192328054,123.965135225686 10.3321268199374,123.963782125765 10.3324754565984,123.963448753321 10.3324754565984,123.963198723988 10.3314095642464,123.9610318031 10.3314505601729,123.959489955546 10.3309176127109,123.958864882213 10.3306306406262,123.958656524435 10.3296467343469,123.959115009828 10.3282559800823,123.9590792714 10.3280538137598,123.958656524435 10.3276379161316,123.957031333769 10.3269409762008,123.95628124577 10.3266130039341,123.95590620177 10.3260800482712,123.955656172437 10.3254241015999,123.955614500881 10.3246041663369,123.95469772666 10.3243171884898,123.953364236883 10.3239482165874,123.952197433328 10.3242761916332,123.951322330662 10.3242351947712,123.950072183996 10.3228003012342,123.94965546844 10.3222673391105,123.946696787998 10.3212424094117)))",Orange,polygon_orange,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/orange_minus_red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.969324442651 10.3234972503411,123.96924109954 10.3227183071201,123.968699369318 10.3220213562873,123.968074295985 10.3212014121543,123.967074178652 10.3205044579611,123.966157404431 10.3198894970968,123.965365644875 10.3196435124146,123.963532096432 10.3190695474082,123.963448753321 10.3190695474082,123.969324442651 10.3234972503411)))",Orange,polygon_orange,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/orange_minus_red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.952989192883 10.3154617433988,123.953405908438 10.3151747572135,123.95357259466 10.314477789674,123.953364236883 10.3140678080477,123.952614148883 10.3139448134557,123.951697374661 10.3139448134557,123.951280659106 10.3139448134557,123.952989192883 10.3154617433988)))",Orange,polygon_orange,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/orange_minus_red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.952072418661 10.2940190555572,123.952072418661 10.2943880625194,123.951780717772 10.2953720789749,123.95078060044 10.2959050866066,123.949947169329 10.2960690887736,123.949905497774 10.2966430956865,123.949863826218 10.2972991023077,123.948738694219 10.2976271051066,123.948030277775 10.2975861047754,123.947613562219 10.2974631037498,123.946030043109 10.2986111114563,123.944821567999 10.2982011091837,123.943988136888 10.2979961078476,123.942863004889 10.2979961078476,123.941237814223 10.2981601089272,123.940821098668 10.298242109435,123.941987902223 10.2990621133403,123.943321392 10.3004561150852,123.944029808444 10.3010711138955,123.944113151555 10.3023011079167,123.944363180888 10.3046380833335,123.945196611999 10.3054580706008,123.946071714665 10.3062780557342,123.94648843022 10.3083280092314,123.946988488886 10.3089429926795,123.948572007997 10.3100089611451,123.949738811551 10.3105419440251,123.951238987551 10.3109929288344,123.952947521327 10.3118948965156,123.952697491994 10.310828934433,123.952489134216 10.3100499598602,123.952530805772 10.3090249903818,123.952572477328 10.3078770206065,123.952572477328 10.3065650500268,123.953239222216 10.3050070778678,123.954572711993 10.3032441000825,123.955031099104 10.302588105831,123.955614500881 10.3015631120799,123.95628124577 10.3000461152118,123.956781304436 10.3004971150432,123.957073005325 10.30090711433,123.957948107991 10.3009481142294,123.95944828399 10.3005791149432,123.960531744434 10.298775112216,123.961490190211 10.2979141072758,123.961948577322 10.2977501060682,123.963823797321 10.297709105753,123.96494892932 10.2971761011702,123.965907375097 10.2962330908553,123.966824149319 10.2958230854911,123.967407551097 10.2954130795939,123.967740923541 10.2943880625194,123.968199310652 10.2933220412288,123.968365996874 10.292174014272,123.968407668429 10.2914769958675,123.96849101154 10.2909439807546,123.968157639096 10.2903699634722,123.966782477764 10.2900829544395,123.965949046653 10.2900009518108,123.965073943987 10.2895909383476,123.964532213765 10.2890169186043,123.965824031986 10.2905339685166,123.965874464744 10.2908751163183,123.966313672764 10.2910977352065,123.966313672764 10.2914667455854,123.966230329653 10.2919997598153,123.966074683283 10.2922294727597,123.966157404431 10.2927890292326,123.965889227807 10.2925031796863,123.965813614097 10.2926147751155,123.965563584764 10.293147787406,123.965313555431 10.2940498061539,123.965313555431 10.2951158249852,123.964896839876 10.2948698209593,123.964646810543 10.2947058181687,123.964396781209 10.2934757945218,123.964896839876 10.2928607809,123.965021854542 10.2919997598153,123.964605138987 10.291671751165,123.964311079331 10.2913561198775,123.963782125765 10.2910669843221,123.96362301619 10.2906644270139,123.963396663877 10.2904417156896,123.963188306099 10.289908698828,123.963188306099 10.2889270771844,123.961906905766 10.2888529127716,123.961531861767 10.2901239557459,123.9614068471 10.2918460058029,123.961531861767 10.2924200204001,123.962031920433 10.2928300301874,123.962531979099 10.2930350348812,123.962648687611 10.2953029250473,123.962729918988 10.2954028294397,123.962979948321 10.2959768375651,123.962692531026 10.2961548899641,123.962698665322 10.2962740913624,123.961965928112 10.2966050134099,123.961854816322 10.2966738460273,123.961668731273 10.296739234673,123.960156700434 10.2974221033973,123.959281597768 10.2975861047754,123.95823980888 10.2973811030394,123.957281363103 10.2971351007803,123.955197785326 10.2971351007803,123.954572711993 10.2962740913624,123.954155996438 10.2953720789749,123.953780952438 10.2947570690499,123.952072418661 10.2940190555572)))",Orange,polygon_orange,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/orange_minus_red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.938936863698 10.2838948761498,123.939654295113 10.2831126549472,123.939320922669 10.2824566188369,123.939112564891 10.2819645908598,123.938820864002 10.2814725621163,123.938728466091 10.2812907335429,123.938936863698 10.2838948761498)))",Orange,polygon_orange,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/orange_minus_red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.944988254221 10.2843837210328,123.944967401558 10.283747673611,123.944227748332 10.2825693751403,123.944227748332 10.2818313331508,123.943920155749 10.281377353076,123.943571421333 10.2812675499136,123.942487960889 10.2812265474571,123.941071128001 10.2822516072729,123.940862770223 10.2825386234252,123.940529397779 10.2833176659522,123.944988254221 10.2843837210328)))",Orange,polygon_orange,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/orange_minus_red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.939851864655 10.2675921480273,123.939570952002 10.2681054881225,123.938862535558 10.2694176185631,123.938320805336 10.2702376973239,123.938070776003 10.2710577739578,123.938237462225 10.2719598557985,123.939320922669 10.2745840792447,123.939859231537 10.2754542611718,123.940288677241 10.2755626093736,123.941237814223 10.2756501637965,123.941628595885 10.2756769903458,123.941602440334 10.2753938937998,123.941977484334 10.2756399130006,123.942110595613 10.2757100788695,123.943029691111 10.2757731733211,123.944946582665 10.2769212599083,123.945321626665 10.2778233250149,123.945529984443 10.2784383679292,123.94527995511 10.2790534096463,123.946571773331 10.2804064972093,123.946750480194 10.280699560283,123.947394786553 10.2812983017525,123.947394786553 10.2818249265287,123.948363650219 10.2825796257114,123.948780365774 10.2834406724914,123.949322095996 10.2845887312126,123.949346748228 10.2856802559457,123.949395021218 10.2862185574066,123.949359881961 10.2862617755286,123.949363767552 10.286433816841,123.94965546844 10.2872948531107,123.950488899551 10.2877458711718,123.951489016884 10.2888939142377,123.951530688439 10.2896729410829,123.952655820439 10.288442897817,123.953989310216 10.2872538514368,123.954364354215 10.2860648005779,123.95376606974 10.284769725804,123.953645519882 10.2846194827281,123.953409242161 10.2842043370144,123.952405791105 10.2826616302678,123.951197315995 10.2814315596864,123.951072301328 10.2795044394779,123.951197315995 10.2782743566025,123.951072301328 10.2773312898214,123.950366120298 10.2762277012461,123.949865813353 10.2757190098596,123.94925348961 10.2749855276886,123.948280307108 10.2743790625724,123.946324751224 10.2734570495234,123.946311326109 10.2734667367686,123.945834201021 10.2734997984353,123.943988136888 10.2737640117579,123.943819304492 10.2736394176274,123.943352645666 10.2736717540325,123.943374215098 10.2733109524346,123.942821333333 10.2729029386071,123.943128693143 10.2718822266804,123.943014322878 10.2717350625953,123.942112916889 10.2713448002772,123.940112682224 10.2724108957536,123.940154353779 10.2723698921479,123.939864154346 10.2675971274503,123.939851864655 10.2675921480273)))",Orange,polygon_orange,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/orange_minus_red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.950947286662 10.2726569172761,123.952155761772 10.2748300990758,123.952155761772 10.2748300990758,123.953030864438 10.2761011984859,123.954364354215 10.276757247794,123.955656172437 10.2760191922266,123.956572946659 10.2749941121901,123.956239574214 10.2744610692573,123.955031099104 10.2739690288291,123.952197433328 10.2729029386071,123.950947286662 10.2726569172761)))",Orange,polygon_orange,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/orange_minus_red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.958823210657 10.2757321701515,123.958281480435 10.2771262749313,123.958281480435 10.2771262749313,123.95861485288 10.2788073931032,123.958656524435 10.2792174205687,123.959864999545 10.2789714041532,123.960240043545 10.2790944123849,123.960406729767 10.279545442158,123.960698430656 10.2802834894885,123.960698430656 10.2813495548107,123.961115146211 10.2823336119145,123.961448518656 10.2829486460474,123.961948577322 10.2835226768241,123.962656993766 10.2846297332326,123.964323855987 10.2860648005779,123.965073943987 10.2867618309349,123.965282301765 10.2860237987443,123.965240630209 10.285162759008,123.965157287098 10.2844247230794,123.964823914654 10.2833586681373,123.964490542209 10.2822106049442,123.965157287098 10.2815545669601,123.96532397332 10.2806935150382,123.964740571543 10.2796684501661,123.962531979099 10.2786023791709,123.962073591989 10.2772492838813,123.962115263544 10.275937185946,123.961698547989 10.275527154224,123.961073474656 10.2754451478158,123.96019837199 10.275527154224,123.959614970212 10.2757321701515,123.958823210657 10.2757321701515)))",Orange,polygon_orange,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/orange_minus_red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.940934361718 10.292190417602,123.941404500445 10.2929120320809,123.941821216001 10.2926660263364,123.942237931556 10.2917640036323,123.941987902223 10.2905339685166,123.940904441779 10.2896319397179,123.940480442505 10.290947659313,123.940934361718 10.292190417602)))",Orange,polygon_orange,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/orange_minus_red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.958406495102 10.2714268077492,123.959990014212 10.2683515129948,123.959990014212 10.2683515129948,123.96019837199 10.267818458863,123.960990131545 10.2670803824281,123.9621569351 10.2664653174168,123.963698782654 10.2658912556606,123.965115615542 10.2654812109112,123.964365527543 10.2649891565104,123.962907023099 10.2652761883372,123.962240278211 10.2655222154101,123.961073474656 10.2663012998785,123.959948342657 10.2670803824281,123.959614970212 10.2676954462435,123.958948225324 10.2689255702859,123.958406495102 10.2696636424147,123.958323151991 10.2705657282327,123.958406495102 10.2714268077492)))",Orange,polygon_orange,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/orange_minus_red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.942446289334 10.262528873028,123.941946230667 10.2628569119309,123.941946230667 10.2628569119309,123.942071245334 10.2640460501032,123.942696318667 10.2649481519425,123.943071362667 10.2657272378246,123.943988136888 10.2669573695215,123.944488195555 10.2676544420263,123.945238283554 10.2686385417706,123.945863356887 10.2692946065656,123.945738342221 10.2686385417706,123.945029925777 10.2675724335761,123.944696553332 10.2667523479043,123.944404852444 10.266096277836,123.943821450666 10.2655632199036,123.943238048889 10.2651121701824,123.942821333333 10.2645381059708,123.942487960889 10.2634309791927,123.942446289334 10.262528873028)))",Orange,polygon_orange,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/orange_minus_red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.863270333825 10.2553939427775,123.864645495157 10.2574032210102,123.86564561249 10.2569111540505,123.866354028934 10.2569521596597,123.866437372045 10.2562960692755,123.866270685823 10.2554759543835,123.866187342712 10.2554349485832,123.863270333825 10.2553939427775)))",Orange,polygon_orange,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/orange_minus_red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.970032859095 10.3367389898514,123.97082461865 10.3361650560527,123.970866290206 10.3361650560527,123.971116319539 10.3350991762162,123.970616260873 10.3346072304567,123.970074530651 10.3346892214701,123.970282888428 10.3353041533887,123.97044957465 10.335796098057,123.970407903095 10.3362470466596,123.970032859095 10.3367389898514)))",Orange,polygon_orange,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/orange_minus_red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.939570952002 10.2556809833056,123.939737638224 10.2561730521771,123.939799420414 10.2564567620724,123.940268950557 10.2568188914104,123.940268950557 10.2578645330886,123.940321040002 10.2582233309103,123.941862887556 10.2591664546691,123.941112799557 10.2586333850637,123.940737755557 10.2580593091003,123.940696084001 10.2575262376307,123.940237696891 10.2565831089858,123.939570952002 10.2556809833056)))",Orange,polygon_orange,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/orange_minus_red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.865122676238 10.2594923434537,123.864085297185 10.2601611379058,123.864121068876 10.261780318622,123.864872274397 10.262484307654,123.865587708227 10.2637514839648,123.865945425142 10.2660042293202,123.864872274397 10.2685385486695,123.864264155642 10.2702984807142,123.862210447801 10.2711205010025,123.862243055074 10.2712488399456,123.862197267309 10.2717444335529,123.862260940919 10.2726215760145,123.862475571068 10.2741702967311,123.862725972909 10.2760005932494,123.862751252791 10.2768711956773,123.862905707714 10.2769725136765,123.862822364603 10.2779975872955,123.862874906061 10.2773513571544,123.863316205818 10.277971669953,123.865140562084 10.2794147718858,123.864997475318 10.2798371419362,123.864653565021 10.2802601289209,123.864872274397 10.2803651037052,123.866517772205 10.2805058933612,123.867660230602 10.2808635668003,123.867787667253 10.2808578672267,123.869146991529 10.2810338540124,123.86907710146 10.2810427272931,123.869665681056 10.2810690513578,123.871239635481 10.2809282619528,123.872133927768 10.2808578672267,123.871346950555 10.2802947088536,123.870524201651 10.2787108205469,123.869880311204 10.2779012745681,123.869379507524 10.2775492974087,123.868342128471 10.2763173742631,123.866088511908 10.2744518815008,123.865802338376 10.2743110891473,123.864836502706 10.2729735586618,123.864407242408 10.2713544352394,123.864811884165 10.269704922978,123.86481861686 10.2695945090717,123.864837374714 10.2696010110921,123.864908046089 10.2693129199759,123.86590965345 10.2675881812931,123.866947032503 10.2666026121088,123.867483607875 10.2653002481197,123.86759092295 10.2640682772496,123.867412064492 10.2625899058737,123.866303142057 10.2615339220909,123.866696630663 10.2605835336739,123.865542456835 10.2597833690727,123.865373078078 10.2597563414325,123.865333056285 10.2596381958297,123.865122676238 10.2594923434537)),((123.862811164084 10.2781077951862,123.862811164084 10.2781077951863,123.862822364603 10.2779975872955,123.862811164084 10.2781077951862)))",Red,polygon_red,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.873099763438 10.2843775843093,123.873099763438 10.2862430184571,123.873099763438 10.2862430184571,123.873564795427 10.2855390823376,123.874029827416 10.2848351446487,123.876748475969 10.2854686886394,123.878107800245 10.2862078216884,123.879180950989 10.2860318377861,123.880075243276 10.2864190022418,123.880719133723 10.2871933297287,123.881935371233 10.2886715860204,123.883258923818 10.2887419790045,123.884582476403 10.2884252104525,123.885691398838 10.287791672395,123.886907636349 10.2874397062581,123.887766156944 10.2878620655753,123.889733599976 10.2882844243274,123.892631106985 10.2881084415827,123.894312376485 10.287791672395,123.894205061411 10.2874045096228,123.892344933454 10.2876156893756,123.889626284901 10.287791672395,123.887694613561 10.2868413629246,123.88644260436 10.2861022313588,123.885154823466 10.2839904173504,123.885119051775 10.2856094760202,123.884475161328 10.2869469530071,123.883652412424 10.2875804927599,123.882865435212 10.2876156893756,123.882078457999 10.2869821496934,123.880432960191 10.2856798696871,123.879467124521 10.2854686886394,123.877928941787 10.2851871136893,123.875961498756 10.2843423873326,123.87485257632 10.2832160820085,123.873994055725 10.2831456877924,123.873099763438 10.2843775843093)))",Red,polygon_red,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.902110605228 10.2697353035256,123.901287856324 10.2702280836205,123.900894367717 10.2706856644496,123.900787052643 10.2715656257213,123.900787052643 10.2725159811439,123.901144769558 10.273501531898,123.902074833536 10.2741702967311,123.902611408908 10.2738183154164,123.902504093834 10.2726919725753,123.902432550451 10.2721991963205,123.902361007068 10.2714952289097,123.902253691993 10.2707912599315,123.902325235376 10.2703336792552,123.902361007068 10.2703336792552,123.902110605228 10.2697353035256)))",Red,polygon_red,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.902933354132 10.2801891165469,123.903899189802 10.2799075368897,123.903899189802 10.2799075368897,123.904364221791 10.2786404253267,123.904185363333 10.2773381109248,123.903291071046 10.2767749462778,123.90314798428 10.2758246036602,123.903040669206 10.2746278718544,123.902432550451 10.2756134160237,123.902325235376 10.2768101440976,123.902539865525 10.2776548905977,123.90289758244 10.2781124606756,123.903040669206 10.2789220061133,123.903040669206 10.2794499694116,123.902933354132 10.2801891165469)))",Red,polygon_red,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.911625875161 10.2786052277108,123.910910441332 10.2784996348394,123.910051920736 10.2784644372077,123.909479573672 10.2789924012707,123.909479573672 10.2798019444536,123.909729975513 10.2804706959531,123.910731582874 10.2811746433704,123.911339701629 10.2811394460368,123.911625875161 10.2804706959531,123.91209090715 10.2800835242049,123.913128286203 10.2802947088536,123.913951035107 10.2801539191035,123.914773784011 10.2794851669334,123.915131500926 10.2792035866488,123.914416067097 10.2782884489907,123.913235601278 10.2776548905977,123.912412852374 10.2779364722625,123.912412852374 10.2779364722625,123.911625875161 10.2786052277108)))",Red,polygon_red,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.922750871211 10.2767749462778,123.923752478573 10.2762117806272,123.923752478573 10.2762117806272,123.92368093519 10.27480386211,123.922929729669 10.2742758910491,123.921785035541 10.2741350986173,123.92199966569 10.2729031621637,123.92078342818 10.2727623691205,123.917993236244 10.2729735586618,123.917134715649 10.2737831172633,123.917027400574 10.275261436316,123.916526596894 10.2774085064351,123.9169200855 10.2775140996712,123.917563975947 10.2773029131638,123.918350953159 10.2757190098596,123.919245245446 10.2752966343044,123.919996450967 10.2752966343044,123.92103383002 10.2756838119182,123.922428925988 10.2767045506264,123.922750871211 10.2767749462778)))",Red,polygon_red,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.932087282687 10.2691721253339,123.93312466174 10.2681865610853,123.934197812485 10.2666378110611,123.934591301091 10.2651242525749,123.934162040793 10.2640330780114,123.93215882607 10.2630826970998,123.931336077166 10.2625195070645,123.929118232295 10.2622379116709,123.92707924588 10.2624139088213,123.926220725285 10.2632586937803,123.924467912402 10.2637514839648,123.924396369019 10.2650186552009,123.925827236678 10.2663914183127,123.926077638519 10.2672009937655,123.923358989966 10.2674825847417,123.922178524148 10.2682569586335,123.921713492158 10.2689609332535,123.921713492158 10.2701224879505,123.921963893999 10.2716360225172,123.922285839222 10.272410386238,123.923108588126 10.2736775227807,123.923859793647 10.2741350986173,123.924467912402 10.2757542077971,123.923967108722 10.2774085064351,123.923645163498 10.2786404253267,123.924253282253 10.2794499694116,123.925219117923 10.2809634593099,123.925791464987 10.2818081947046,123.925684149913 10.2843071903521,123.926936159114 10.2843423873326,123.927758908018 10.2843775843093,123.928295483391 10.2846943569225,123.928796287071 10.2845535691337,123.929940981199 10.2856446728556,123.930799501794 10.2861022313588,123.931836880847 10.2881436381395,123.933196205123 10.2898682646143,123.934126269102 10.2914520969526,123.933983182336 10.2928599412462,123.934519757708 10.2952532621273,123.934555529399 10.2970130453079,123.935235191538 10.2980337150534,123.935414049995 10.2994063346747,123.935700223527 10.3009901191201,123.93627257059 10.3025035057116,123.935950625367 10.3035593525188,123.938283883562 10.304789998148,123.938227044336 10.3046688328945,123.939060475447 10.3042178390321,123.941071242904 10.3054496316995,123.941273057525 10.3054569857347,123.941282835878 10.305177987978,123.940279000036 10.3010957044669,123.93723840626 10.2986320371614,123.936415657356 10.2965555026255,123.936487200739 10.2960158360445,123.936379885665 10.2960803614451,123.936379885665 10.2955876216872,123.935521365069 10.2944965523411,123.934698616165 10.2938278305539,123.934269355868 10.2928071471985,123.934233584176 10.2921384218304,123.934591301091 10.2912937140765,123.934913246314 10.2909769480858,123.936272570591 10.2904842003571,123.937095319495 10.290836163099,123.937095319495 10.291065079822,123.93856041678 10.2904417156896,123.938937278482 10.2908779504775,123.939599337898 10.2898682646143,123.939563566207 10.2864541989869,123.937956950528 10.285189562055,123.93795135174 10.2851884602904,123.936103580186 10.2861884027798,123.935825424447 10.2867357728069,123.935360392458 10.2869117563168,123.935149801048 10.2867045499158,123.935092104772 10.2867357728069,123.935059585052 10.2866157839938,123.934895360469 10.2864541989869,123.934573415245 10.285785460158,123.934504695943 10.2845683889041,123.934376670942 10.2840960083862,123.930620643337 10.283286476209,123.930470609176 10.2830439506692,123.929636921821 10.2825825334984,123.929493835055 10.2821249698952,123.929493835055 10.2812098407001,123.930173497193 10.2809282619528,123.930547191851 10.2810070536864,123.931944195921 10.2800131292906,123.934269355868 10.280259511422,123.934555529399 10.2790627964124,123.93365290792 10.2779296570229,123.933607579575 10.2779012745681,123.932713287288 10.2775492974087,123.931962081767 10.2770917265152,123.931532821469 10.2763173742631,123.931032017789 10.2753670302695,123.931640136544 10.2746630699133,123.932963689129 10.2738183154164,123.933035232512 10.2750854463152,123.93299946082 10.2760005932494,123.933421527897 10.2764158900329,123.933267748506 10.2742758910491,123.933957347587 10.2736289089488,123.934101560338 10.2734667367686,123.934256982904 10.2733477905762,123.93480593124 10.2728327656499,123.935914853676 10.2734663337096,123.936379885665 10.2748742581848,123.937560351484 10.2750854463152,123.938383100388 10.2763173742631,123.938526187154 10.2778308791676,123.937202634569 10.2783588442892,123.937202634569 10.2792739817435,123.939395431757 10.2805748861729,123.939742424664 10.2803017483395,123.940171684962 10.2786404253267,123.939742424664 10.2776900883195,123.940422086802 10.276739748454,123.940350543419 10.2755782180706,123.938955447451 10.2752262383237,123.938883904069 10.2740647023779,123.938383100388 10.2729383604147,123.937667666558 10.2720232046147,123.937774981633 10.2706856644496,123.938025383473 10.269805700729,123.93891967576 10.2689257345597,123.938883904069 10.2681161635214,123.93848097571 10.2668276164552,123.938275785313 10.2666906094823,123.937560351484 10.2661626248744,123.937716565476 10.2659512693211,123.937560351484 10.2658634332054,123.936666059197 10.2666378110611,123.936201027208 10.2667786068312,123.934483986017 10.2682217598614,123.933983182336 10.2694537145551,123.933732780495 10.2705800689324,123.932373456219 10.2702632821693,123.932087282687 10.2691721253339),(123.934287241713 10.2729383604147,123.933214090969 10.2734311355174,123.932570200522 10.2727975673872,123.930996246097 10.2718824111796,123.930710072565 10.2712840383808,123.930960474406 10.2708264584176,123.931926310076 10.2703336792552,123.932176711916 10.2703336792552,123.932570200522 10.2705800689324,123.932892145746 10.2711784430634,123.933786438033 10.2723399896145,123.934287241713 10.2729383604147)),((123.937095319495 10.2918040194392,123.937095319495 10.2918216566877,123.937202634569 10.2922440101407,123.938025383473 10.2924551866552,123.938341366748 10.2927660851553,123.93833029159 10.2924609709145,123.93735194167 10.2920817619246,123.937095319495 10.2918040194392)),((123.938238617653 10.2939343625793,123.938383100388 10.2939158203438,123.938373269095 10.2936449748726,123.938240013622 10.2939334182988,123.938238617653 10.2939343625793)))",Red,polygon_red,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/red_minus_violet_minus_light_violet.geojson
