WKT,Drawings,layer,path
"MULTIPOLYGON (((123.942096830053 10.2682443083208,123.941927627867 10.2693764535375,123.94206758461 10.2695417111353,123.943462680578 10.2701400872313,123.944070799333 10.2706680651992,123.945143950077 10.2723223904562,123.9471471648 10.272815166519,123.946399181954 10.272848620722,123.946717904503 10.2729031621637,123.946911629404 10.273012087512,123.946936399442 10.2730156983198,123.946928363744 10.2730214966973,123.948220315545 10.2737479191064,123.949865813353 10.2757190098596,123.952012114842 10.2779012745681,123.952012114842 10.2774085064351,123.951368224395 10.2749446542439,123.950795877331 10.2745926737915,123.950366617033 10.2734663337096,123.949007292757 10.2715656257213,123.947433338332 10.2707912599315,123.945573210375 10.2703688777923,123.94521549346 10.2691721253339,123.943713082418 10.2683977536828,123.94229232415 10.2675323222522,123.942461073216 10.2678169737003,123.942096830053 10.2682443083208)),((123.94497038464 10.2724755589948,123.94497038464 10.2724755589948,123.945144522554 10.2725646592276,123.94497038464 10.2724755589948)),((123.945411553554 10.2726796126108,123.945411553554 10.2726796126108,123.945144522554 10.2725646592276,123.945411553554 10.2726796126108)))",Red,polygon_red,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.971149969783 10.2586123486007,123.971221513166 10.2597387415741,123.971185741475 10.2608299309449,123.970863796251 10.2614987225708,123.970649166102 10.2622731111088,123.969826417198 10.2632938931046,123.969254070135 10.2639274802733,123.967537028944 10.2649834560685,123.964889923774 10.2660042293202,123.963709457955 10.2667786068312,123.962994024126 10.2672713915331,123.962207046913 10.2680457659419,123.960597320797 10.2697353035256,123.95898759468 10.2718120144385,123.957485183638 10.2738183154164,123.956483576276 10.2753318322889,123.956340489511 10.2762117806272,123.959631485127 10.2724455845439,123.960168060499 10.270967252323,123.961098124477 10.2695945090717,123.963995631487 10.2680457659419,123.965712672678 10.2674121870211,123.968037832624 10.2661450253723,123.969754873815 10.2650538543295,123.971257284857 10.2640330780114,123.972580837442 10.2623083105428,123.972831239283 10.2617099196327,123.973510901421 10.260337136211,123.973332042963 10.2594219439555,123.972867010974 10.2582603499746,123.972867010974 10.2582603499746,123.971149969783 10.2586123486007)))",Red,polygon_red,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.93891967576 10.2599499398104,123.939670881281 10.2603019365578,123.940243228345 10.2602139374077,123.94097654802 10.2595979426716,123.940708260334 10.258946746933,123.940082255733 10.2582779499152,123.939456251132 10.2583659496035,123.939205849292 10.2589115471252,123.939046724796 10.2594889374667,123.939060475447 10.259566256284,123.939028600893 10.2595547007905,123.93891967576 10.2599499398104)))",Red,polygon_red,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.947004078034 10.319590191765,123.947576425098 10.3206811742089,123.94798779955 10.3215433995932,123.948542260768 10.321701767264,123.948470717385 10.3207339635861,123.948434945694 10.3200652974878,123.948256087236 10.319590191765,123.947004078034 10.319590191765)))",Red,polygon_red,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.954480361554 10.3217721528699,123.954229959713 10.3226519716149,123.954659220011 10.3231798616808,123.955160023692 10.323426210075,123.95609008767 10.3236021730956,123.956698206425 10.3239540988415,123.957117147932 10.3248814550597,123.957750168102 10.3241224533731,123.957981890598 10.3239558592587,123.958236389159 10.323250246956,123.958200617468 10.322053695136,123.957413640255 10.3226167789124,123.957163238415 10.3223704298842,123.956483576276 10.3218425384601,123.956125859362 10.3219833095931,123.955625055681 10.3224408153405,123.955124252 10.3223000444122,123.954480361554 10.3217721528699)))",Red,polygon_red,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.96864595138 10.3332447960767,123.967966289241 10.3332447960767,123.96768011571 10.3338430512607,123.967715887401 10.3343357311452,123.968681723071 10.3346524535202,123.968824809837 10.3344764966846,123.96864595138 10.3332447960767)))",Red,polygon_red,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/red_minus_violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.859882123436 10.2661450253723,123.859058787986 10.2671213636333,123.859071924605 10.2674186676746,123.858680039462 10.268160223943,123.858844744383 10.268468151184,123.859703264979 10.2701576865111,123.860043441775 10.2709680759344,123.860905473048 10.2716010735565,123.861053358846 10.2732987523056,123.861169904329 10.2741702967311,123.861169904329 10.2746366484631,123.861280517048 10.2759064335853,123.862383798561 10.2766301561109,123.862314598457 10.2754726241877,123.862314598457 10.2750150502874,123.86238614184 10.2742758910491,123.862350370148 10.2732903427093,123.862135739999 10.272410386238,123.862243055074 10.2712488399456,123.862135739999 10.2708264584176,123.860597557266 10.2689961319433,123.860991045872 10.2680457659419,123.861456077861 10.2672361926512,123.861527621244 10.266813805764,123.859882123436 10.2661450253723)),((123.86274285651 10.2787799090898,123.862743858754 10.2787812157513,123.862761889804 10.2788570210691,123.863572452602 10.2802527375508,123.864402446738 10.2808141976162,123.865891767605 10.2810690513578,123.866929146658 10.2813154326656,123.869146991529 10.2810338540124,123.867787667253 10.2808578672267,123.86700069004 10.2808930645917,123.865855995913 10.2808930645917,123.864425128254 10.2805410907654,123.864997475318 10.2798371419362,123.865140562084 10.2794147718858,123.863316205818 10.277971669953,123.862874906061 10.2773513571544,123.862822364603 10.2779975872955,123.86274285651 10.2787799090898)))",Violet,polygon_violet,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.86481861686 10.2695945090717,123.864711301786 10.2713544352394,123.864890160243 10.2722695929753,123.866142169445 10.2738887117107,123.867179548498 10.2747334660195,123.867930754019 10.2755430201135,123.86893236138 10.2767045506264,123.869862425359 10.2772677153988,123.87086403272 10.2787108205469,123.871114434561 10.2794851669334,123.872187585305 10.2801891165469,123.875263950772 10.2779012745681,123.874155028336 10.2774437041844,123.872974562518 10.2762469785097,123.872187585305 10.2746278718544,123.871364836401 10.273642324612,123.870148598891 10.2726567742969,123.869290078295 10.2720936013088,123.868610416157 10.2710376492521,123.86796652571 10.2706856644496,123.86796652571 10.2706856644496,123.86481861686 10.2695945090717)))",Violet,polygon_violet,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.932963689129 10.2738183154164,123.931640136544 10.2746630699133,123.931032017789 10.2753670302695,123.931532821469 10.2763173742631,123.931962081767 10.2770917265152,123.932713287288 10.2775492974087,123.933607579575 10.2779012745681,123.934001068182 10.2781476583464,123.934386257591 10.2782288744082,123.934281782237 10.2778562284337,123.934072611565 10.2774789019297,123.933464492809 10.2764581657228,123.93299946082 10.2760005932494,123.933035232512 10.2750854463152,123.932963689129 10.2738183154164)))",Violet,polygon_violet,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.934287241713 10.2729383604147,123.933786438033 10.2723399896145,123.932892145746 10.2711784430634,123.932570200522 10.2705800689324,123.932176711916 10.2703336792552,123.931926310076 10.2703336792552,123.930960474406 10.2708264584176,123.930710072565 10.2712840383808,123.930996246097 10.2718824111796,123.932570200522 10.2727975673872,123.933214090969 10.2734311355174,123.933214090969 10.2734311355174,123.934287241713 10.2729383604147)))",Violet,polygon_violet,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.933750666341 10.2808930645917,123.932391342065 10.2811394460368,123.931175104555 10.2811394460368,123.930173497193 10.2809282619528,123.929493835055 10.2812098407001,123.929493835055 10.2821249698952,123.929636921821 10.2825825334984,123.930781615948 10.2832160820085,123.932105168533 10.2833568703937,123.932641743905 10.2833568703937,123.933285634352 10.282688125005,123.933929524799 10.282688125005,123.934466100171 10.2837792351727,123.934501871862 10.2845183721766,123.934573415245 10.285785460158,123.934895360469 10.2864541989869,123.935360392458 10.2869117563168,123.935825424447 10.2867357728069,123.936469314894 10.2854686886393,123.936401867068 10.2850705046112,123.935976780337 10.2850705046112,123.935893437226 10.2845374786801,123.936393495893 10.2843734705203,123.936915299928 10.2843092929375,123.937041661957 10.2842719933675,123.937506693947 10.2840256143662,123.937614009021 10.2838848262792,123.933750666341 10.2808930645917)))",Violet,polygon_violet,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.939080648372 10.2808226698578,123.941155406477 10.2819489837174,123.941477351701 10.2814914191963,123.941656210158 10.2807522751082,123.942049698764 10.2800483267497,123.942335872296 10.280259511422,123.942544044805 10.2805257911264,123.944353495972 10.2807723082017,123.944374858711 10.2805410907654,123.943730968264 10.280435498541,123.943444794732 10.2801891165469,123.943051306126 10.2799427343606,123.942765132594 10.2799075368897,123.942407415679 10.2797315494766,123.942729360903 10.2790979939774,123.94290821936 10.2788868085287,123.942836675977 10.2782180536764,123.942478959062 10.2781828560134,123.942228557222 10.2781828560134,123.941978155382 10.2782532513355,123.94169198185 10.2783940419326,123.94169198185 10.2785700300909,123.941477351701 10.2788868085287,123.940869232946 10.2790979939774,123.940618831105 10.2793795743561,123.940118027425 10.2800131292906,123.939796082201 10.280259511422,123.939080648372 10.2808226698578)),((123.94294680843 10.281028519855,123.942979762743 10.2810690513578,123.943070387103 10.2810690513578,123.94294680843 10.281028519855)))",Violet,polygon_violet,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.937095319495 10.290836163099,123.936272570591 10.2904842003571,123.934913246314 10.2909769480858,123.934591301091 10.2912937140765,123.934233584176 10.2921384218304,123.934269355868 10.2928071471985,123.934698616165 10.2938278305539,123.935521365069 10.2944965523411,123.936379885665 10.2955876216872,123.936379885665 10.2960803614451,123.937023776112 10.295693208843,123.93723840626 10.2949892938034,123.937667666558 10.2943205730608,123.938240013622 10.2939334182988,123.938418872079 10.2935462630616,123.938454643771 10.2928775392601,123.938025383473 10.2924551866552,123.937202634569 10.2922440101407,123.937095319495 10.2918216566877,123.937095319495 10.2918040194392,123.936935226114 10.2916307500597,123.937018569225 10.2910977352065,123.937095319495 10.291065079822,123.937095319495 10.290836163099)))",Violet,polygon_violet,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.940493630185 10.2660218288301,123.93988551143 10.2650362547657,123.939492022824 10.2644378690143,123.939134305909 10.2636634857739,123.938240013622 10.2640154783908,123.937667666558 10.2645082673968,123.937810753324 10.2649306573624,123.937846525016 10.2657754356019,123.937560351484 10.2661626248744,123.938275785313 10.2666906094823,123.939277392675 10.2673593887204,123.93988551143 10.2676057807149,123.940493630185 10.2677113772252,123.941030205557 10.2683801543051,123.940815575408 10.2688729365117,123.940279000036 10.2690841286509,123.940171684962 10.2707736606869,123.940218986501 10.271091708355,123.940458964053 10.2705249911865,123.940493630185 10.2697177042222,123.94110174894 10.2695769097605,123.94278301844 10.2704920726412,123.943319593812 10.2709848515567,123.943414707264 10.2712522494508,123.943477660333 10.2712935455964,123.943811032777 10.2717855901889,123.944102733666 10.272031612198,123.945144522554 10.2725646592276,123.945811267443 10.2728516841789,123.945933218337 10.2728694613604,123.9471471648 10.272815166519,123.945143950077 10.2723223904562,123.944070799333 10.2706680651992,123.943462680578 10.2701400872313,123.94206758461 10.2695417111353,123.941531009238 10.2689081352113,123.942461073216 10.2678169737003,123.942210671376 10.2673945875885,123.941781411078 10.2669370019977,123.940994433866 10.2669018030786,123.940279000036 10.2666906094823,123.940493630185 10.2660218288301)),((123.940294383895 10.2715986672146,123.940386315111 10.2722167954856,123.940406149833 10.2717548974451,123.940352293668 10.2718265938704,123.940294383895 10.2715986672146)))",Violet,polygon_violet,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.952155201607 10.2771797209693,123.952369831756 10.2781300595115,123.952584461905 10.2791507903175,123.953013722203 10.2800307280206,123.953299895735 10.2810514526856,123.953550297575 10.2817553988086,123.95415841633 10.2831632863479,123.954337274788 10.2839728188409,123.954909621851 10.2843951827961,123.95609008767 10.2850287276696,123.956733978117 10.2851343183582,123.957199010106 10.2851343183582,123.957807128861 10.2846767584523,123.957807128861 10.2841840008891,123.95777135717 10.2836560455038,123.958343704233 10.2835504543209,123.959488398361 10.2838672277639,123.959810343584 10.2837968336929,123.960132288807 10.28309289212,123.95995343035 10.2825649349105,123.959631485127 10.282001779581,123.959667256818 10.2811570447041,123.959023366372 10.2804178998335,123.958451019308 10.2798547406761,123.95777135717 10.2790100000576,123.957342096872 10.2783412454661,123.957342096872 10.2775316985404,123.957413640255 10.2770741276215,123.957520955329 10.27661655604,123.957556727021 10.2760885880073,123.957592498712 10.2757718067643,123.957163238415 10.2760885880073,123.955338882149 10.2767221495407,123.954945393543 10.277109325408,123.954945393543 10.277109325408,123.952155201607 10.2771797209693)))",Violet,polygon_violet,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.953478754192 10.322053695136,123.952584461905 10.3223000444122,123.952012114841 10.3226167789124,123.951797484693 10.3226871643135,123.95197634315 10.3230390910832,123.952369831756 10.3233206322154,123.953121037277 10.3233910174591,123.953407210809 10.3233910174591,123.953442982501 10.3233910174591,123.953478754192 10.322053695136)))",Violet,polygon_violet,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.959917658658 10.3248339114835,123.959345311595 10.3251858358512,123.959284538624 10.3252545930034,123.958958643213 10.3256393342522,123.958850011409 10.3257462067378,123.958629877765 10.3259952604023,123.958550629653 10.3260407397458,123.958250226769 10.326336277068,123.958150761163 10.3263029175653,123.957914443936 10.3265935293836,123.958200617467 10.3267694906321,123.95827216085 10.3267694906321,123.959917658658 10.3248339114835)))",Violet,polygon_violet,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.963745229647 10.3263471834703,123.963423284423 10.3263471834703,123.962385905371 10.3259952604023,123.961634699849 10.3259600680738,123.961241211243 10.3259600680738,123.961148732462 10.3258235965624,123.9611255641 10.3258443175937,123.960429230464 10.3263649597346,123.960490005722 10.3266639138948,123.960704635871 10.3271214128336,123.960847722637 10.3274029503113,123.961052081999 10.3276039988663,123.962000666766 10.3279351400439,123.962056813943 10.3280364087142,123.962493220445 10.3280364087142,123.962994024126 10.3280716008103,123.963137110892 10.3286346738118,123.963110543079 10.3290790075215,123.963160564163 10.3292266388364,123.964424891785 10.329092169883,123.96503301054 10.3285642897418,123.9647826087 10.3283179453726,123.96431757671 10.3278956402905,123.964210261636 10.3270862206312,123.964353348402 10.3265583371221,123.963745229647 10.3263471834703)))",Violet,polygon_violet,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.970255677496 10.3308517639516,123.969611787049 10.3315907905231,123.969576015358 10.3318723239981,123.969576015358 10.3322594321143,123.969576015358 10.3327521144817,123.969576015358 10.3330336469163,123.969576015358 10.3333503706037,123.969754873815 10.3340541998772,123.969933732273 10.3343005397505,123.970148362422 10.3343357311452,123.970684937794 10.3342301569493,123.971185741474 10.3339486255867,123.971364599932 10.3336670939719,123.971149969783 10.3325409649902,123.971185741474 10.3320834739388,123.971257284857 10.3317315572921,123.971006883017 10.3312740650624,123.970792252868 10.3311332980885,123.970255677496 10.3308517639516)))",Violet,polygon_violet,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.967751659092 10.3328928807305,123.967429713869 10.3329280722829,123.966535421582 10.3326817313336,123.966177704667 10.3331392215142,123.965989469031 10.3331006417767,123.965751106764 10.3331006417767,123.965294610339 10.3329723295297,123.964746837008 10.333174413039,123.964460663476 10.3335263280699,123.964246033327 10.334019008451,123.96431757671 10.3343357311452,123.964639521934 10.3344764966846,123.965140325614 10.3346876448755,123.965140325614 10.3351803234356,123.965140325614 10.3354618536946,123.965874478821 10.3355084498829,123.966105314986 10.3348839500412,123.9663018553 10.3347414803774,123.966285019742 10.334617262161,123.966535421582 10.3341597741323,123.967751659092 10.3328928807305)))",Violet,polygon_violet,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.969754873815 10.3384882880439,123.973117412814 10.3385586698911,123.973117412814 10.3385586698911,123.973296271272 10.3380308056525,123.97326049958 10.3377140866835,123.973045869431 10.337221412097,123.972652380825 10.3366935456111,123.972330435602 10.3363768252938,123.971865403613 10.3358489573887,123.971722316847 10.3360952958548,123.971221513166 10.336869501205,123.9710784264 10.3372917942281,123.97082802456 10.3375381315628,123.970470307645 10.337643704647,123.969933732273 10.3377844687042,123.969683330432 10.3380308056525,123.969754873815 10.3384882880439)))",Violet,polygon_violet,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/violet_minus_light_violet.geojson
"MULTIPOLYGON (((123.867519379567 10.259545143067,123.867304749418 10.2585947486787,123.866589315588 10.2579611508347,123.865730794993 10.2576091514845,123.864586100866 10.2575035516032,123.864171690982 10.2576666661731,123.864947613935 10.2587666525492,123.864927568792 10.2587693422798,123.865158447929 10.2591227459134,123.865373078078 10.2597563414325,123.866696630663 10.2599675396571,123.86687548912 10.2600027393475,123.867519379567 10.259545143067)))",Violet,polygon_violet,C:/Users/NJ533CG/qgis_projects/fco_cebu/mapEfforts_04012021/postprocessing/violet_minus_light_violet.geojson
